ID;D1;D2;panelistSex;D3;D3R;D4;D4_2_value;D5_1;D5_2;D6;D7_CCAA;D7_HABITAT;D7_POBLACION;D7_CP;D8;D8_EDUCACION;SPLIT;SPLIT_DECISION_1;SPLIT_DECISION_2;SPLIT_DECISION_3;SPLIT_DECISION_4;SPLIT_DECISION_5;P1_1_1;P1_1_2;P1_1_3;P1_1_4;P1_1_5;P1_1_6;P1_1_7;P1_1_8;P1_1_9;P1_1_10;P1_1_11;P1_1_12;P1_1_13;P1_1_14;P1_1_98;P1_2_1;P1_2_2;P1_2_3;P1_2_4;P1_2_5;P1_2_6;P1_2_7;P1_2_8;P1_2_9;P1_2_10;P1_2_11;P1_2_12;P1_2_13;P1_2_14;P1_2_15;P1_2_98;P1_3_1;P1_3_2;P1_3_3;P1_3_4;P1_3_5;P1_3_6;P1_3_7;P1_3_8;P1_3_9;P1_3_10;P1_3_11;P1_3_12;P1_3_13;P1_3_98;P1_4;P1_5;P1_6_1;P1_6_2;P1_6_3;P1_6_4;P1_6_5;P1_6_6;P1_6_7;P1_6_8;P1_6_9;P1_6_10;P1_6_11;P1_7_1;P1_7_2;P1_7_3;P1_7_4;P1_7_5;P1_7_6;P1_7_7;P1_7_8;P1_7_9;P1_7_10;P1_7_98;P1_8_1;P1_8_2;P1_8_3;P1_8_4;P1_8_5;P1_9_1;P1_9_2;P1_9_3;P1_9_4;P1_9_5;P2_1_1;P2_1_2;P2_1_3;P2_1_4;P2_1_5;P2_1_6;P2_1_7;P2_1_98;P2_1_98_value;P2_1_97;P2_2_1;P2_2_2;P2_2_3;P2_2_4;P2_2_98;P2_2_98_value;P2_2_97;P2_3_1;P2_3_2;P2_3_3;P2_3_4;P2_3_5;P2_3_6;P2_3_98;P2_3_98_value;P3_1_1;P3_1_2;P3_1_3;P3_1_4;P3_2;P3_2_1_value;P3_2_2_value;P3_2_3_value;P3_3;P4_1_1;P4_1_2;P4_1_3;P4_1_4;P4_1_5;P4_1_6;P4_1_7;P4_1_8;P4_1_9;P4_1_10;P4_1_11;P4_1_12;P4_2;P4_3;P4_4_1;P4_4_2;P4_4_3;P4_4_4;P4_4_5;P4_4_6;P4_4_7;P4_4_8;P4_4_9;P4_4_10;P5_1;P5_2;P5_3;P5_4;P5_5;P5_5_98;P5_6;P5_6_98;P5_7_1;P5_7_2;P5_7_3;P5_7_4;P5_7_5;P5_7_6;P5_7_7;P5_7_8;P5_7_9;P5_7_10;P5_7_11;P5_7_12;P5_7_13;P5_7_14;P5_7_15;P5_7_16;P5_7_17;P5_7_18;P5_7_19;P5_7_20;P5_7_21;P5_7_22;P5_7_23;P5_7_24;P5_7_25;P5_7_26;P5_8_1;P5_8_2;P5_8_3;P5_8_4;P5_8_5;P5_8_6;P5_8_7;P6_1_1;P6_1_2;P6_2;P6_2_98;P6_3;P6_4;P6_5;P6_6;P6_7;P6_8;P6_9;P6_10;P6_10_98;P6_11;P6_11_1_value;Ponderación;Ponderacion_ajustada
831;1;1;1;66;6;1;NA;NA;NA;10;10;1;462074;46138;4;1;11;1;1;4;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;NA;0;1;0;0;1;1;1;1;0;0;0;1;1;0;0;NA;1;0;0;1;0;0;0;0;1;0;0;0;0;NA;1;5;3;3;4;3;4;5;1;4;2;4;3;1;1;1;1;1;1;0;0;1;0;NA;Chicago;Los Asesinatos de Midsomer;09/01/2001;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;0;0;1;0;0;NA;3;4;4;5;0;NA;NA;NA;5;5;4;4;3;5;4;4;5;5;4;1;3;2;1;3;5;5;3;1;5;5;3;5;5;8;1;3;10;2;NA;NA;NA;47;61;59;46;59;11;48;100;100;78;100;28;94;2;0;39;100;83;0;0;83;10;100;100;94;87;5;5;5;4;2;4;4;3;4;9;NA;NA;NA;NA;NA;2;4;NA;2;NA;1;2;1.12E+16;1.12E+16
832;1;1;1;19;1;1;NA;NA;NA;10;10;1;461831;46850;6;2;2;3;3;4;2;1;1;1;1;1;1;0;0;99;0;1;1;1;0;0;NA;0;1;99;99;0;1;0;0;0;1;1;1;99;1;99;NA;0;0;0;0;1;0;0;0;1;0;0;0;0;NA;10;1;3;3;3;3;5;5;1;5;1;3;1;1;0;1;0;0;1;1;1;0;1;NA;La Que Se Avecina;NA;NA;NA;NA;Brawl Stars;Fortnite;NA;NA;NA;1;1;0;0;0;0;0;0;NA;0;1;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;1;1;99;3;0;NA;NA;NA;5;5;5;1;2;5;5;1;1;5;5;4;1;5;5;1;3;3;1;3;5;5;3;5;5;5;99;3;99;1;NA;NA;NA;100;56;86;100;61;0;100;60;98;70;88;100;100;100;100;100;0;100;100;100;0;99;60;79;76;100;4;4;3;3;3;99;2;4;6;8;NA;NA;NA;NA;NA;99;2;2;2;NA;0;NA;8.41E+15;8.41E+15
833;1;1;1;38;3;1;NA;NA;NA;13;13;5;281489;28850;5;1;7;1;1;3;4;4;1;1;1;1;1;0;1;1;1;1;0;1;1;0;NA;0;0;1;0;0;1;0;0;0;0;1;1;0;1;0;NA;0;1;0;0;0;1;0;0;0;0;0;0;0;NA;7;1;3;3;4;1;5;4;2;4;4;4;1;1;1;0;0;1;1;0;1;0;0;NA;Los Simpson;Peaky Blinders;NA;NA;NA;Diablo;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;0;0;1;0;0;NA;0;0;0;1;0;0;0;0;NA;2;2;4;4;0;NA;NA;NA;5;4;4;1;1;3;3;3;3;5;3;2;1;7;7;5;4;4;2;5;2;2;5;5;4;5;10;4;7;97;NA;3;NA;34;0;33;70;0;0;69;70;77;0;0;29;13;0;24;94;0;48;100;49;0;37;67;78;70;70;2;5;5;4;5;5;5;3;3;1;NA;3;5;40;100;5;4;NA;1;NA;0;NA;133621488;133621488
834;1;2;2;30;2;1;NA;NA;NA;4;4;3;70159;7760;5;1;4;1;1;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;NA;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0;NA;0;0;1;0;0;1;0;0;0;0;0;0;0;NA;1;5;5;5;1;4;2;5;1;5;2;4;1;1;1;0;0;1;0;0;0;0;0;NA;The Walking Dead;El Cuento de la Criada;NA;NA;NA;Watermelon Game;NA;NA;NA;NA;1;1;1;0;0;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;1;0;0;0;0;NA;5;4;2;5;0;NA;NA;NA;1;4;4;4;3;5;5;3;5;5;5;1;5;4;2;5;1;3;1;5;5;3;2;4;3;1;10;3;5;3;NA;NA;NA;999;999;33;78;999;999;59;0;48;0;20;51;0;57;0;81;19;70;20;999;0;78;50;49;42;50;5;5;5;5;99;5;5;4;3;1;NA;5;6;40;0;99;2;2;2;NA;0;NA;13317759;13317759
835;1;1;1;81;7;1;NA;NA;NA;13;13;6;280796;28044;7;2;1;1;1;4;1;4;0;0;1;1;0;0;1;1;1;1;1;0;0;0;NA;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;8;1;2;1;2;1;3;3;1;3;1;4;1;1;1;0;0;0;1;0;0;0;1;NA;Sueños de Libertad;La Promesa;Entrevías;El Marqués;Aquí No Hay Quien Viva;NA;NA;NA;NA;NA;1;1;0;0;1;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;0;1;0;0;0;NA;2;4;5;3;0;NA;NA;NA;5;4;4;1;1;4;4;5;5;5;5;3;4;6;5;4;2;5;2;5;3;4;3;1;2;7;10;3;10;1;NA;NA;NA;79;16;50;57;7;7;46;100;60;57;14;88;1;57;4;97;60;100;100;6;62;52;10;100;87;48;5;4;4;4;4;4;4;4;4;9;NA;NA;NA;NA;NA;5;2;5;2;NA;1;2;8.77E+15;1.15E+16
836;1;2;2;52;4;1;NA;NA;NA;9;1;3;230050;23740;5;1;11;1;2;4;1;4;1;1;0;1;0;0;1;1;1;1;1;0;1;1;NA;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;NA;0;0;0;0;0;0;0;0;1;0;1;0;0;NA;1;10;5;2;5;4;3;5;1;5;1;2;1;1;1;0;0;0;0;0;0;0;0;NA;La Que Se Avecina;Los Bridgerton;Miércoles;NA;NA;Candy Crush;Pet Rescue Saga;Klondike;NA;NA;0;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;1;0;0;0;0;NA;2;5;5;2;0;NA;NA;NA;2;5;5;5;4;4;5;5;5;5;5;1;1;1;6;5;4;4;4;3;5;4;4;5;3;99;99;3;10;97;NA;99;NA;74;60;64;77;83;61;92;93;88;35;30;27;25;33;32;74;69;95;30;75;36;63;88;66;85;78;5;5;5;4;4;3;5;4;4;8;NA;NA;NA;NA;NA;2;2;4;2;NA;1;4;1.24E+16;1.24E+16
837;1;2;2;44;3;1;NA;NA;NA;7;7;5;372745;37003;9;3;10;1;2;4;2;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;Estudio y formación;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;10;3;1;3;2;4;5;1;3;1;5;1;1;1;0;0;1;1;0;0;1;0;NA;Chicago;NA;NA;Expediente X;The Good Doctor;LEGO;NA;NA;NA;NA;1;1;0;0;0;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;0;0;1;0;0;NA;1;5;5;2;0;NA;NA;NA;1;4;99;99;99;99;4;99;99;4;4;99;99;99;99;5;99;99;1;5;5;99;99;99;99;1;99;99;99;99;NA;99;NA;999;999;999;999;999;999;999;999;999;88;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;99;99;99;99;99;99;99;4;6;8;NA;NA;NA;NA;NA;99;99;NA;2;NA;1;1;8.43E+15;8.43E+15
838;1;1;1;27;2;2;Ecuador;20;8;NA;1;5;140214;14013;5;1;5;3;4;3;4;3;0;0;0;1;0;1;1;1;0;1;0;0;0;1;NA;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;NA;0;1;0;0;1;0;0;1;1;0;1;0;0;NA;7;8;2;1;3;3;3;3;1;3;2;2;99;1;1;1;0;1;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1;0;0;NA;0;1;0;0;0;0;NA;0;0;0;0;1;0;0;0;NA;2;3;1;2;99;NA;NA;NA;5;3;3;2;3;4;2;1;3;4;2;1;1;10;8;2;3;1;1;2;1;2;2;1;3;8;8;3;8;3;NA;NA;NA;0;37;20;15;10;77;12;14;82;5;0;36;0;100;0;5;0;34;100;4;0;61;73;98;96;34;3;3;5;5;5;4;1;11;10;5;NA;5;5;48;0;1;5;NA;2;NA;1;2;11918907;11918907
839;1;1;1;68;6;1;NA;NA;NA;NA;16;2;200631;20180;11;3;7;2;2;3;2;2;0;0;1;1;0;1;0;1;0;1;1;1;0;1;NA;0;1;0;1;1;1;1;1;0;0;0;0;0;0;1;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;2;6;4;3;3;1;4;5;1;2;1;4;1;1;1;0;0;1;0;0;1;1;0;NA;Inspectora Marleau;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;0;1;0;0;NA;1;4;3;5;0;NA;NA;NA;5;3;2;1;1;2;4;1;1;3;4;1;1;5;1;3;5;5;2;4;4;3;1;5;5;10;5;4;1;98;Escaños en Blanco;5;NA;65;52;48;16;38;0;83;73;80;46;55;3;55;3;82;33;27;52;19;51;93;31;45;86;77;40;5;5;5;4;5;5;5;3;3;9;NA;NA;NA;NA;NA;99;6;NA;2;NA;1;2;7.16E+15;7.16E+15
840;1;1;1;53;4;1;NA;NA;NA;1;1;1;140399;14880;4;1;5;3;2;1;1;1;1;0;1;1;0;0;0;1;0;1;1;1;0;1;NA;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;NA;1;0;0;1;0;0;0;0;1;0;0;0;0;NA;7;1;4;1;2;3;4;4;2;2;3;5;2;1;1;0;1;1;0;0;1;0;0;NA;Aquí No Hay Quien Viva;CSI;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;1;0;0;0;0;NA;3;4;4;4;0;NA;NA;NA;5;2;3;4;4;3;2;2;4;4;3;4;4;7;7;4;2;3;2;4;3;4;4;4;3;6;6;4;7;2;NA;NA;NA;69;79;62;72;64;67;43;66;42;66;72;76;66;67;77;68;66;40;71;66;40;57;68;82;66;65;4;3;4;4;2;3;3;3;3;3;NA;6;3;15;65;1;2;2;1;NA;1;1;1.30E+16;1.30E+16
841;1;1;1;49;4;1;NA;NA;NA;8;8;1;451072;45190;6;2;1;1;1;4;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;NA;0;1;0;1;0;1;1;0;0;0;1;1;0;0;0;NA;0;0;1;0;0;0;0;1;1;0;0;0;0;NA;7;1;5;3;1;1;5;3;3;4;3;4;1;1;1;1;1;1;1;0;1;1;0;NA;Juego de Tronos;Star Wars;NA;NA;NA;Woodoku;NA;NA;NA;NA;1;1;1;0;0;0;0;0;NA;0;1;1;0;0;0;NA;0;0;1;0;0;1;0;0;NA;1;4;4;1;0;NA;NA;NA;5;4;3;1;2;4;4;3;3;3;3;1;1;5;3;2;1;3;2;2;5;5;3;5;5;3;3;3;9;97;NA;4;NA;50;50;81;50;50;51;51;80;52;64;51;49;50;50;18;50;49;52;51;50;51;49;82;75;51;50;3;5;5;5;1;1;5;6;5;1;NA;5;5;60;0;2;2;2;2;NA;1;2;842859;842859
842;1;2;2;36;3;1;NA;NA;NA;1;1;1;290056;29750;9;3;3;1;2;2;2;2;1;1;1;1;1;1;0;0;1;1;1;0;1;1;NA;0;0;1;0;1;0;1;1;1;0;0;1;99;0;1;NA;99;0;1;0;1;0;0;1;1;1;1;0;1;NA;5;5;4;4;3;3;3;3;2;4;2;2;4;0;1;1;0;1;99;1;0;99;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;1;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;4;5;5;3;0;NA;NA;NA;1;4;4;99;4;5;4;3;4;3;2;1;2;8;8;3;1;3;2;4;4;4;3;5;4;8;8;2;9;1;NA;NA;NA;999;999;999;0;999;999;999;999;999;999;999;999;999;999;0;999;999;999;999;999;999;100;999;999;999;999;99;99;99;99;99;99;99;10;7;12;NA;NA;NA;NA;NA;8;1;99;2;NA;1;3;1.03E+16;1.03E+16
843;1;1;1;73;6;1;NA;NA;NA;12;12;2;360391;36400;11;3;10;2;3;2;1;1;1;0;1;1;0;0;0;0;0;1;0;1;1;0;NA;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;NA;0;0;0;0;1;1;0;0;1;0;1;0;0;NA;10;1;5;1;1;1;5;5;1;5;1;5;1;1;1;0;1;1;0;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;1;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;5;5;1;0;NA;NA;NA;5;5;5;5;5;5;5;4;4;5;5;1;5;1;1;1;1;5;5;1;5;3;3;5;5;10;1;3;5;2;NA;NA;NA;85;100;100;96;70;65;100;89;71;66;100;0;100;0;0;39;0;100;100;0;88;15;100;74;74;100;5;5;5;5;5;5;5;2;3;9;NA;NA;NA;NA;NA;1;2;2;2;NA;1;2;6.84E+15;6.84E+15
844;1;2;2;23;1;1;NA;NA;NA;5;5;1;350136;35420;9;3;5;3;2;4;2;1;1;0;1;1;0;0;0;0;0;0;1;1;1;1;NA;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;NA;0;0;0;0;0;0;0;0;1;0;1;0;1;NA;1;5;5;5;3;3;5;5;3;3;3;4;1;0;1;1;1;0;1;0;99;0;1;NA;NA;NA;NA;NA;NA;Mario;NA;NA;NA;NA;1;1;0;0;1;0;0;0;NA;0;0;1;0;0;0;NA;0;1;1;0;0;0;0;0;NA;1;3;4;4;1;Tinder;NA;NA;1;4;4;5;4;2;4;1;1;4;4;1;2;3;2;3;2;3;3;3;5;5;5;3;99;1;5;5;1;95;NA;10;NA;71;16;53;50;55;50;100;82;51;76;50;51;56;55;56;53;55;60;58;53;65;52;71;56;55;57;3;3;4;4;1;4;1;3;6;1;NA;5;5;32;0;1;6;NA;1;NA;0;NA;95226796;95226796
845;1;1;1;51;4;1;NA;NA;NA;12;12;5;360577;36210;8;2;1;3;3;3;2;1;0;0;0;1;1;0;0;1;0;1;1;1;0;1;NA;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;7;1;2;2;3;1;4;2;4;2;3;2;1;1;1;0;0;0;1;0;1;0;1;NA;Narcos;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;1;0;0;0;0;NA;2;3;3;4;0;NA;NA;NA;5;4;4;2;1;4;4;3;3;4;3;2;3;7;4;4;1;4;3;4;3;3;3;3;1;7;5;4;5;1;NA;NA;NA;55;57;100;69;59;56;54;58;74;45;20;59;18;58;17;61;34;58;96;23;38;55;68;80;57;62;4;4;4;3;4;4;4;3;3;1;NA;5;5;40;12;2;2;2;1;NA;0;NA;7209081;7209081
846;1;2;2;32;2;1;NA;NA;NA;1;1;4;110276;11500;5;1;11;1;1;4;1;1;0;1;1;1;1;0;0;1;1;1;1;0;0;0;NA;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;8;10;5;2;1;1;3;4;1;4;2;4;1;1;0;0;0;0;0;0;1;0;0;NA;Stranger Things;The Walking Dead;DC Comics;The Boys;The Umbrella Academy;Kirby;Mario;Rayman;Crash Bandicoot;NA;1;1;0;0;0;1;0;0;NA;0;1;0;0;0;0;NA;0;0;1;0;0;0;0;0;NA;1;4;3;5;1;Badoo;NA;NA;1;4;4;3;5;3;4;2;2;3;4;2;1;5;3;2;3;3;1;2;5;3;3;4;5;1;2;3;5;98;PACMA (Partido Animalista Con el Medio Ambiente);2;NA;41;40;39;53;39;80;100;90;100;77;100;10;28;0;39;44;6;100;23;100;59;15;100;100;76;70;4;5;5;5;4;5;4;6;3;1;NA;9;5;29;0;1;6;NA;2;NA;0;NA;1.30E+16;1.30E+16
847;1;2;2;23;1;1;NA;NA;NA;1;1;4;110316;11100;7;2;4;1;1;4;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;NA;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;NA;0;1;0;0;0;0;0;0;0;1;0;0;0;NA;6;1;3;1;3;1;3;3;1;4;3;3;1;1;0;1;0;0;0;0;1;0;0;NA;Haikyuu!!;Blue Lock;Classroom of the Elite;Miraculous: Las Aventuras de Ladybug;NA;Roblox;Los Sims;The Last of Us;Resident Evil;NA;1;1;1;0;0;0;0;0;NA;0;0;0;0;1;0;NA;0;0;0;0;1;0;0;0;NA;2;4;4;1;0;NA;NA;NA;1;5;5;4;3;5;4;5;5;5;3;4;4;1;4;3;3;4;3;3;4;3;3;5;5;4;5;3;10;97;NA;1;NA;100;100;100;100;100;100;100;100;100;100;80;100;100;80;100;100;100;100;100;100;100;49;100;100;100;100;3;3;5;3;5;5;4;3;6;5;NA;2;5;8;100;2;2;2;2;NA;0;NA;1000188;1000188
848;1;1;1;49;4;1;NA;NA;NA;9;9;3;82634;8620;4;1;10;1;1;1;3;4;0;1;1;1;1;0;0;0;1;1;1;1;0;0;NA;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;NA;0;0;0;0;1;0;0;0;0;0;1;0;0;NA;9;10;5;4;1;4;4;1;4;1;2;5;1;1;1;1;0;0;0;0;1;0;0;NA;The Wire;ALF;Juego de Tronos;NA;NA;Assassin's Creed;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;1;0;0;0;0;NA;4;4;4;4;0;NA;NA;NA;5;4;2;1;1;2;4;1;1;4;4;2;1;1;8;4;4;5;1;5;4;1;2;4;5;8;2;3;6;6;NA;NA;NA;74;999;999;0;999;999;85;999;999;999;999;999;999;999;89;70;999;86;78;999;999;999;999;999;999;71;5;4;2;5;3;5;3;3;3;2;NA;5;4;32;3;1;5;NA;2;NA;1;1;1.33E+16;1.33E+16
849;1;2;2;64;5;1;NA;NA;NA;9;9;4;82055;8173;11;3;7;1;1;4;1;1;0;0;1;1;0;0;0;1;1;1;1;1;0;0;NA;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;5;10;4;3;3;1;3;5;4;3;4;2;5;1;1;0;0;1;1;0;1;0;0;NA;Los Bridgerton;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;1;0;0;0;NA;0;1;0;0;0;0;NA;0;0;1;0;0;0;0;0;NA;3;3;1;5;0;NA;NA;NA;1;4;1;1;4;2;4;1;1;2;4;1;1;1;1;4;5;4;3;1;5;1;1;5;5;5;4;5;1;6;NA;NA;NA;32;41;39;38;80;15;55;100;98;26;25;4;2;2;99;51;1;81;2;100;96;4;1;99;100;32;5;5;5;4;1;5;5;4;4;1;NA;4;5;40;4;2;2;1;1;NA;0;NA;1.08E+16;1.08E+16
850;1;1;1;62;5;1;NA;NA;NA;12;12;4;150780;15702;11;3;8;1;1;4;1;1;0;0;1;1;0;0;1;1;0;1;1;1;1;1;NA;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;NA;0;1;0;0;0;1;0;0;0;0;0;0;0;NA;1;1;2;3;3;1;4;4;1;3;1;3;1;1;1;0;1;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;0;0;1;0;NA;3;2;3;5;0;NA;NA;NA;2;5;5;1;1;4;1;4;4;1;5;1;1;1;1;5;1;5;5;1;5;5;5;5;5;8;1;3;5;2;NA;NA;NA;100;27;0;0;0;100;100;100;100;0;100;0;61;0;0;30;0;100;1;0;100;0;53;53;65;62;2;2;2;2;2;2;2;8;8;5;NA;1;5;35;28;5;6;NA;2;NA;0;NA;8.36E+15;8.36E+15
851;1;2;2;43;3;1;NA;NA;NA;17;14;5;300161;30385;6;2;5;1;1;4;1;1;0;1;1;1;0;0;0;1;0;1;1;0;0;0;NA;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;8;1;5;1;5;1;5;5;1;5;2;5;1;1;1;0;0;1;0;0;1;1;1;NA;Ni Una Más;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;1;0;0;0;0;0;NA;1;3;5;3;0;NA;NA;NA;1;5;5;5;5;3;3;3;2;5;5;1;1;1;1;1;1;5;3;1;5;1;1;5;5;8;1;3;5;2;NA;NA;NA;52;54;53;50;21;50;48;50;50;29;51;52;52;13;6;51;22;68;78;73;51;5;52;73;52;50;1;1;5;5;5;5;5;4;11;5;NA;9;6;36;0;99;2;1;2;NA;1;3;9359064;9359064
852;1;1;1;45;3;1;NA;NA;NA;1;1;4;290516;29680;5;1;6;1;3;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;NA;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;NA;0;0;0;0;1;0;0;0;0;1;0;1;0;NA;10;99;3;3;2;1;4;5;1;3;2;4;1;1;1;1;1;1;1;1;1;0;1;NA;NCIS;CSI;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;1;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;0;1;0;0;NA;4;5;5;5;0;NA;NA;NA;5;5;3;4;5;99;99;4;3;5;5;99;99;10;1;5;1;5;1;3;5;3;4;5;5;1;99;3;10;1;NA;NA;NA;29;31;28;90;17;79;100;81;100;21;100;87;0;2;86;0;0;100;0;0;83;100;97;100;100;76;5;5;5;4;5;4;5;5;4;1;NA;8;5;52;71;2;2;3;4;NA;1;2;14859936;14859936
853;1;1;1;60;5;1;NA;NA;NA;9;9;6;80193;8031;11;3;7;1;1;4;1;1;1;0;1;1;0;1;1;1;1;1;1;0;0;0;NA;0;1;1;1;1;1;1;0;1;0;0;1;1;0;0;NA;0;0;0;0;1;1;0;0;1;0;1;1;0;NA;8;3;3;3;3;2;4;5;2;2;2;2;1;1;1;1;1;1;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;1;0;0;0;0;NA;2;4;4;3;0;NA;NA;NA;5;5;4;1;3;3;3;5;5;4;4;1;2;99;7;5;1;2;1;1;2;2;4;1;1;10;10;2;10;3;NA;NA;NA;61;20;60;100;20;20;30;0;90;40;100;10;0;91;0;30;90;41;41;0;10;40;89;89;69;11;2;1;4;4;5;4;4;4;4;1;NA;2;6;40;0;99;1;4;2;NA;1;2;9.07E+15;9.07E+15
854;1;2;2;32;2;1;NA;NA;NA;13;13;6;280796;28010;11;3;1;1;1;4;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;1;NA;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;NA;1;0;0;0;0;1;0;0;0;0;1;0;0;NA;1;5;1;3;4;1;3;4;1;5;2;2;1;1;1;0;0;1;0;1;0;0;1;NA;Friends;Downton Abbey;Westworld;Mujeres Desesperadas;CSI;Buscaminas;NA;NA;NA;NA;1;1;0;0;1;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;3;2;2;5;1;Tinder;NA;NA;1;4;5;3;2;5;5;3;1;3;5;1;2;3;4;4;1;4;4;1;5;2;3;5;5;7;4;3;4;2;NA;NA;NA;68;52;72;50;19;51;49;100;100;50;49;49;52;24;21;0;0;100;28;14;100;20;52;52;100;30;1;1;1;4;4;2;2;11;11;1;NA;1;5;45;0;3;5;NA;1;NA;0;NA;7.59E+15;7.59E+15
855;1;2;2;49;4;1;NA;NA;NA;7;7;2;490219;49600;11;3;7;1;2;4;3;2;1;1;1;1;1;0;0;1;1;1;1;0;0;0;NA;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;1;4;2;3;1;3;5;2;3;4;4;1;1;0;0;0;0;1;0;0;0;1;NA;The Big Bang Theory;NA;NA;NA;NA;Crash Bandicoot;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;1;1;0;0;0;NA;0;0;1;0;1;0;0;0;NA;2;2;2;5;0;NA;NA;NA;1;4;4;1;1;4;4;4;4;4;4;1;1;4;5;4;1;4;2;3;4;4;1;4;4;2;6;2;7;99;NA;99;NA;50;52;56;50;52;52;50;50;61;52;52;52;2;21;7;51;21;100;92;5;63;9;98;100;52;51;1;3;4;4;4;4;4;3;4;3;NA;4;5;35;1;3;2;2;2;NA;1;2;7.23E+15;7.23E+15
